document_id,text,cluster,cluster_label,cluster_rq
doc_0336,"During this five-year period, Vale moved ahead with the performance of some mitigation actions – such as water well drilling in the three villages, as a demonstration the company ́s good faith, as well as its intention of carrying out actions that benefited the Xikrin while the studies were being analyzed.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0336,"Vale remains open to dialogue with the Xikrin people and reiterates that it will continue awaiting their authorization, respecting the indigenous peoples ́ culture and rights.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0336,Since Vale did not implement the proposed actions in the Indigenous Component Study (ECI - Estudo do Componente Indígena) the MPF determined the shutdown of Onça Puma or the payment of monthly funds until the effective compliance with the conditioning.,4,Remediation and Responsibility Limits,"[1, 2, 3, 4, 5, 6]"
doc_0336,"As of June 2019, the mining and nickel processing have come to a halt as per the latest judicial order.",4,Remediation and Responsibility Limits,"[1, 2, 3, 4, 5, 6]"
doc_0336,"Vale currently gives approximately R$ 14 million a year to the Xikrin due to another lawsuit (Ferro Carajás lawsuit), which is on-going.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0336,"a court order has suspended the indigenous peoples to access the funds due to several inconsistencies, among them the lack of accountability.",4,Remediation and Responsibility Limits,"[1, 2, 3, 4, 5, 6]"
doc_0336,"With the signature of the PACT agreement in 2008, VALE NC invests about US$ 3 million per year over a 30-year period to fund local initiatives to develop jobs and promote activities in the tribes of the Djubea Kaponé tribal area.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0336,We have also established a permanent dialogue with Rheebu Nuu and other NGOs.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0338,Freedom of association is core to our social sustainability work globally as well as locally in Bangladesh.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0338,"We work to strengthen freedom of association through the Global Framework Agreement with IndustriALL and the Swedish trade union IF Metall, created with the purpose to strengthen industrial relations.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0338,"Hence, we always take incidents of lay-offs of workers very seriously and investigate the reasons behind.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0338,"In this case, we in dialogue with local partners through our National Monitoring Committee in Bangladesh which consists of H&M Group colleagues and trade union representatives that are affiliated with IndustriALL.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0338,We have confirmed that the maternity benefits as well as termination benefits have been paid.,20,Claims of compliance and engagement,"[1, 3, 4, 5, 6]"
doc_0338,We are still investigating the specifics of this incident in dialogue with IndustriALL.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0339,"We would like to take this opportunity to emphasise that throughout the Glencore Group we seek to maintain a culture of ethical behaviour and compliance, rather than simply performing the minimum required by laws and regulations.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0339,"As part of our approach we will not knowingly assist any third party in breaching the law, or participate in any criminal, fraudulent or corrupt practice in any country.",4,Remediation and Responsibility Limits,"[1, 2, 3, 4, 5, 6]"
doc_0339,"To support this, we have a Group compliance programme that includes a range of policies, procedures, guidelines, training and awareness, monitoring and investigations.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0339,"Our Board-level Ethics, Compliance and Culture Committee oversees the operation and implementation of our compliance programme.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0339,"When we enter into joint ventures where we are not the operator, we strive to influence our partners to adopt similar policies to ours.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0339,"In addition to our standard “Know Your Counterparty” programme, our Third Party Due Diligence Procedure seeks to ensure that our third party relationships that present the highest corruption risk are conducted in accordance with applicable laws and regulations and our Global Anti-Corruption Policy.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0339,"Our permanent and temporary employees, directors and officers (as well as contractors, where they are under a relevant contractual obligation) must comply with our relevant compliance policies, procedures and guidelines, in addition to complying with applicable laws and regulations.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0340,"At all times, we have operated in line with both U.S. law and our own global policies.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0340,We have always supported dialogue among the relevant parties.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0340,"Nestlé’s values are deeply rooted in respect. This includes respect for our employees, their right to freedom of association and the effective recognition of their right to collective bargaining.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0340,This is clearly supported by our Corporate Business Principles (“Human rights in our business activities”) and our Employee Relations Policy.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0340,"Nestlé ensures that throughout any union organizing campaign, its representatives fully support these policies, as well as comply with local laws.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0340,"In the United States specifically, Nestlé has a long tradition of maintaining positive labor relations, with over 30 collective bargaining agreements in place.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0340,"These agreements have been successfully negotiated in good faith with a variety of unions, and with no labor strikes in over fifteen years.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0342,"All our suppliers and manufacturers all over the world are required to follow our Code of Conduct, which applies the highest standards for the protection of human rights and the promotion of international labour rights, health and safety, and environmental aspects.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0342,"Before the factory was approved to carry out any production for us, Myanmar Knitting was previously assessed to ensure that all labour and human rights were respected in the factory.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0342,"Each audit produces a corrective action plan for the continuous improvement of the factory conditions, which are followed up by Inditex’s social sustainability teams.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0342,Direct supplier is always involved in these processes and takes responsibility for the welfare of the workers in the factory.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0342,As soon as we received information about a worker strike in the factory we immediately contacted the supplier in order to receive more information about the case and to monitor that workers’ rights were being respected.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0342,This process resulted in the signature of a collective bargaining agreement negotiated by factory and workers which consequence was the restating of the factory operation as a result of this agreement.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0342,Inditex fully respects the right of freedom of association as a fundamental and enabling right for all workers.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0342,"As part of the Global Framework Agreement signed between Inditex and IndustriALL Global Union in 2007, Inditex, through its Sustainability Department and its local teams in production countries, maintains a close and regular collaboration with IndustriALL Global Union and its local representatives along with the National and local trade Unions.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
